time,session 
0,2.294085885197527 
10,3.7954981499178553 
20,3.8321955978799935 
30,4.000552915244311 
40,7.500231615309061 
50,9.244310525472319 
60,10.734610323033023 
70,13.515360245277478 
80,16.43387937507871 
90,17.186801201504952 
100,26.84194111504881 
110,27.401079781813767 
120,31.776053656727946 
130,35.9761282186133 
140,39.074469444326354 
150,1051.4200968038583 
160,59.361071855102935 
170,55.494494017772666 
180,53.3677858818626 
190,0 
200,0 
210,0 
220,0 
230,0 
230,0 
