time,session 
0,5006.424441073801 
10,5009.501195955671 
20,5010.228462287678 
30,5010.056588134763 
40,5011.947913111833 
50,5014.147127343913 
60,5014.4154902743185 
70,5015.717751007027 
80,5017.2967832430495 
90,5017.59758905761 
100,5022.964310685554 
110,5022.490796279659 
120,5025.658522444788 
130,5028.642580749458 
140,5029.480204422034 
150,4799.68141786803 
160,5040.496023896903 
170,5033.6637287244275 
180,5036.305495647267 
190,0 
200,0 
210,0 
220,0 
230,0 
230,0 
