time,freemem@tsung_controller@Robbys-MacBook-Pro-2 
0,162.1796875 
10,142.046875 
20,130.07421875 
30,134.71875 
40,116.91015625 
50,114.08203125 
60,114.9140625 
70,92.17578125 
80,85.67578125 
90,98.3515625 
100,83.44140625 
110,94.27734375 
120,86.05078125 
130,80.640625 
140,87.41015625 
150,82.921875 
160,75.0703125 
170,81.71484375 
180,82.421875 
190,142.0078125 
200,148.57421875 
210,141.6953125 
220,106.25390625 
230,98.2578125 
